License Plate State,License Plate Country,License Plate Type,ePermit?,License Plate Number,Vehicle Make,Vehicle Model,Vehicle Year,Vehicle Color,Nickname,Start Date,Start Time,End Date,End Time
IL,US,,,ADV0013,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ADV0014,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ADV0015,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ADV0016,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ADV0017,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ADV0018,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ADV0019,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ADV0020,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ADV0021,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ADV0022,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ADV0023,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ADV0024,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ADV0025,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ADV0026,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ADV0027,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ADV0028,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ADV0029,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ADV0030,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ADV0031,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ADV0032,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ADV0033,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ADV0034,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ADV0035,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ADV0036,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ADV0037,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ADV0038,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ADV0039,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,ADV0040,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ADV0041,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,ADV0042,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ADV0043,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ADV0044,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ADV0045,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ADV0046,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ADV0047,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ADV0048,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ADV0049,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,ADV0050,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ADV0052,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ADV0053,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ADV0054,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ADV0055,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ADV0056,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ADV0057,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ADV0058,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ADV0059,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ADV0060,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ADV0061,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ADV0062,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ADV0063,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ADV0064,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ADV0065,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ADV0066,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ADV0067,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ADV0068,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ADV0069,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ADV0070,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ADV0071,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ADV0072,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ADV0073,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ADV0074,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ADV0075,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ADV0076,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ADV0077,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ADV0078,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ADV0079,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ADV0080,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ADV0081,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ADV0082,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ADV0083,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ADV0084,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ADV0085,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ADV0086,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ADV0087,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ADV0088,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ADV0089,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ADV0090,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ADW0001,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ADW0002,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ADW0003,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ADW0004,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ADW0005,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ADW0006,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ADW0007,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ADW0008,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ADW0009,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ADW0010,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ADW0011,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ADW0012,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ADW0013,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ADW0014,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ADW0015,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ADW0016,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ADW0017,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ADW0018,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ADW0019,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ADW0020,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ADW0021,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ADW0022,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ADW0023,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ADW0024,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ADW0025,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ADW0026,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ADW0027,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ADW0028,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ADW0029,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ADW0030,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ADW0031,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ADW0032,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ADW0033,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ADW0034,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ADW0035,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ADW0036,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ADW0037,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ADW0038,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ADW0039,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,ADW0040,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ADW0041,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,ADW0042,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ADW0043,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ADW0044,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ADW0045,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ADW0046,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ADW0047,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ADW0048,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ADW0049,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,ADW0050,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ADW0052,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ADW0053,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ADW0054,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ADW0055,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ADW0056,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ADW0057,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ADW0058,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ADW0059,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ADW0060,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ADW0061,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ADW0062,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ADW0063,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ADW0064,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ADW0065,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ADW0066,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ADW0067,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ADW0068,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ADW0069,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ADW0070,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ADW0071,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ADW0072,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ADW0073,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ADW0074,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ADW0075,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ADW0076,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ADW0077,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ADW0078,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ADW0079,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ADW0080,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ADW0081,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ADW0082,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ADW0083,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ADW0084,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ADW0085,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ADW0086,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ADW0087,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ADW0088,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ADW0089,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ADW0090,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ADY0001,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ADY0002,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ADY0003,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ADY0004,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ADY0005,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ADY0006,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ADY0007,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ADY0008,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ADY0009,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ADY0010,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ADY0011,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ADY0012,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ADY0013,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ADY0014,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ADY0015,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ADY0016,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ADY0017,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ADY0018,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ADY0019,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ADY0020,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ADY0021,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ADY0022,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ADY0023,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ADY0024,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ADY0025,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ADY0026,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ADY0027,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ADY0028,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ADY0029,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ADY0030,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ADY0031,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ADY0032,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ADY0033,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ADY0034,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ADY0035,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ADY0036,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ADY0037,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ADY0038,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ADY0039,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,ADY0040,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ADY0041,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,ADY0042,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ADY0043,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ADY0044,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ADY0045,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ADY0046,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ADY0047,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ADY0048,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ADY0049,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,ADY0050,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ADY0052,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ADY0053,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ADY0054,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ADY0055,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ADY0056,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ADY0057,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ADY0058,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ADY0059,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ADY0060,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ADY0061,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ADY0062,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ADY0063,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ADY0064,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ADY0065,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ADY0066,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ADY0067,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ADY0068,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ADY0069,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ADY0070,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ADY0071,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ADY0072,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ADY0073,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ADY0074,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ADY0075,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ADY0076,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ADY0077,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ADY0078,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ADY0079,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ADY0080,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ADY0081,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ADY0082,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ADY0083,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ADY0084,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ADY0085,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ADY0086,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ADY0087,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ADY0088,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ADY0089,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ADY0090,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ADZ0001,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ADZ0002,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ADZ0003,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ADZ0004,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ADZ0005,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ADZ0006,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ADZ0007,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ADZ0008,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ADZ0009,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ADZ0010,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ADZ0011,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ADZ0012,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ADZ0013,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ADZ0014,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ADZ0015,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ADZ0016,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ADZ0017,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ADZ0018,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ADZ0019,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ADZ0020,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ADZ0021,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ADZ0022,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ADZ0023,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ADZ0024,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MO,US,,,ADZ0025,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MT,US,,,ADZ0026,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NE,US,,,ADZ0027,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NV,US,,,ADZ0028,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NH,US,,,ADZ0029,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NJ,US,,,ADZ0030,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NM,US,,,ADZ0031,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NY,US,,,ADZ0032,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
NC,US,,,ADZ0033,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ND,US,,,ADZ0034,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OH,US,,,ADZ0035,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OK,US,,,ADZ0036,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
OR,US,,,ADZ0037,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
PA,US,,,ADZ0038,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
RI,US,,,ADZ0039,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SC,US,,,ADZ0040,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
SD,US,,,ADZ0041,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TN,US,,,ADZ0042,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
TX,US,,,ADZ0043,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
UT,US,,,ADZ0044,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VT,US,,,ADZ0045,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
VA,US,,,ADZ0046,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WA,US,,,ADZ0047,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WV,US,,,ADZ0048,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WI,US,,,ADZ0049,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
WY,US,,,ADZ0050,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AL,US,,,ADZ0051,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AK,US,,,ADZ0052,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AZ,US,,,ADZ0053,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
AR,US,,,ADZ0054,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CA,US,,,ADZ0055,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CO,US,,,ADZ0056,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
CT,US,,,ADZ0057,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
DE,US,,,ADZ0058,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
FL,US,,,ADZ0059,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
GA,US,,,ADZ0060,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
HI,US,,,ADZ0061,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ID,US,,,ADZ0062,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IL,US,,,ADZ0063,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IN,US,,,ADZ0064,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
IA,US,,,ADZ0065,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KS,US,,,ADZ0066,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
KY,US,,,ADZ0067,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
LA,US,,,ADZ0068,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
ME,US,,,ADZ0069,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MD,US,,,ADZ0070,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MA,US,,,ADZ0071,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MI,US,,,ADZ0072,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MN,US,,,ADZ0073,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
MS,US,,,ADZ0074,Acura,Integra,2025,Beige,,10/05/2025,08:00,,
